id,product_name,buy_date,price,expiration_date
2506,cracker,2023-07-08,9.47,2023-09-26
2507,cow & gate premium,2023-07-01,1.17,2023-09-12
2508,boiled egg,2023-07-07,2.04,2023-09-01
2509,chablis,2023-06-12,9.08,2023-07-30
2510,ice cream bar,2023-08-18,6.28,2023-10-01
2511,syrup,2023-07-16,7.92,2023-10-13
2512,chablis,2023-06-21,4.88,2023-07-08
2513,chilli con carne,2023-06-25,6.64,2023-09-19
2514,japanese chestnut,2023-08-21,3.38,2023-10-07
2515,yorkshire pudding,2023-06-26,8.18,2023-09-10
2516,donut,2023-07-04,3.98,2023-08-19
2517,consomme,2023-07-03,3.1,2023-09-12
2518,veggie burger,2023-08-10,3.48,2023-10-18
2519,jabuticaba,2023-07-20,0.79,2023-09-19
2520,fodder,2023-08-22,6.62,2023-09-20
2521,prosciutto,2023-07-13,5.43,2023-07-24
2522,huckleberry,2023-08-16,2.15,2023-08-31
2523,chilli con carne,2023-06-07,4.43,2023-09-07
2524,jackfruit,2023-08-17,5.17,2023-09-28
2525,guinea hen,2023-07-03,5.4,2023-09-26
2526,bacardi,2023-07-26,4.15,2023-10-25
2527,pops ,2023-07-31,6.37,2023-08-22
2528,rice cake,2023-06-30,6.83,2023-08-01
2529,syrup,2023-08-03,2.63,2023-09-25
2530,yorkshire pudding,2023-06-29,7.11,2023-08-24
2531,consomme,2023-06-16,6.36,2023-07-24
2532,syrup,2023-06-10,1.78,2023-07-31
2533,jabuticaba,2023-08-20,5.38,2023-11-14
2534,sambar,2023-07-08,7.8,2023-08-26
2535,peanut butter,2023-07-22,9.74,2023-08-08
2536,boysenberry,2023-07-02,8.29,2023-08-20
2537,jackfruit,2023-07-22,7.69,2023-10-24
2538,ice cream bar,2023-08-23,1.82,2023-10-09
2539,poppy,2023-07-10,2.18,2023-10-13
2540,cardamom,2023-06-10,6.66,2023-09-03
2541,collard green,2023-06-28,3.05,2023-07-30
2542,canola,2023-06-21,2.91,2023-09-10
2543,lobster,2023-07-06,5.66,2023-07-22
2544,veggie burger,2023-07-24,6.9,2023-10-08
2545,egg,2023-06-24,8.1,2023-08-17
2546,boysenberry,2023-08-05,9.82,2023-10-16
2547,sambar,2023-06-27,8.46,2023-07-31
2548,prosciutto,2023-06-15,9.19,2023-08-28
2549,pilau,2023-07-05,6.34,2023-10-01
2550,pate,2023-07-27,2.33,2023-08-25
2551,chablis,2023-06-15,9.31,2023-09-18
2552,pate,2023-08-16,8.13,2023-10-18
2553,elderberry,2023-07-18,2.49,2023-10-10
2554,pops ,2023-08-01,6.87,2023-08-19
2555,flat bread,2023-07-31,0.64,2023-09-29
2556,fruit pastille,2023-06-15,8.28,2023-09-21
2557,complan powder,2023-06-30,0.78,2023-08-31
2558,complan powder,2023-07-05,1.26,2023-09-08
2559,pilau,2023-06-09,9.37,2023-06-21
2560,guinea hen,2023-06-15,4.11,2023-09-02
2561,kitchen utensil,2023-07-04,9.22,2023-09-08
2562,hamburger,2023-08-23,7.03,2023-11-18
2563,canola,2023-07-30,8.8,2023-08-15
2564,spinach,2023-06-07,5.11,2023-06-27
2565,passion fruit juice,2023-07-06,2.01,2023-08-27
2566,canola,2023-08-10,0.65,2023-10-22
2567,currant jelly,2023-07-08,8.46,2023-09-07
2568,jackfruit,2023-06-23,7.12,2023-09-25
2569,spiny lobster,2023-07-14,4.47,2023-08-24
2570,sparkleberry,2023-06-22,1.24,2023-08-25
2571,egg,2023-06-15,8.99,2023-07-21
2572,jabuticaba,2023-08-19,0.51,2023-11-02
2573,applewood bacon,2023-08-04,1.98,2023-08-23
2574,donut,2023-08-07,7.63,2023-09-06
2575,cooking oil,2023-08-05,4.68,2023-10-22
2576,beef bourguignonne,2023-08-15,7.88,2023-11-04
2577,boysenberry syrup,2023-08-04,7.79,2023-11-03
2578,spiny lobster,2023-06-12,9.64,2023-07-08
2579,pakora,2023-06-20,4.63,2023-07-29
2580,rice cake,2023-07-01,6.43,2023-08-18
2581,evergreen huckleberry,2023-07-27,8.98,2023-08-25
2582,syrup,2023-06-10,3.79,2023-09-08
2583,ice cream bar,2023-08-18,9.92,2023-09-19
2584,corned beef,2023-06-10,8.0,2023-09-04
2585,mint sauce,2023-08-12,1.68,2023-11-16
2586,guinea hen,2023-06-09,3.39,2023-07-19
2587,cardamom,2023-07-15,3.02,2023-10-19
2588,kitchen utensil,2023-07-15,0.62,2023-08-26
2589,peanut butter,2023-07-12,3.04,2023-09-23
2590,corned beef,2023-07-20,4.67,2023-10-04
2591,cracker,2023-08-14,3.75,2023-09-02
2592,bacardi,2023-08-01,8.91,2023-10-11
2593,cracker,2023-06-19,6.47,2023-09-20
2594,trout,2023-06-22,3.31,2023-08-25
2595,rice cake,2023-06-07,4.1,2023-07-14
2596,peanut butter,2023-06-17,3.87,2023-07-02
2597,allspice,2023-08-19,7.72,2023-11-09
2598,frijj,2023-07-10,2.18,2023-07-26
2599,pakora,2023-08-14,0.77,2023-10-12
2600,spiny lobster,2023-07-07,5.81,2023-09-04
2601,mint sauce,2023-06-25,9.92,2023-09-15
2602,cheese spread,2023-07-28,6.63,2023-10-07
2603,chablis,2023-07-17,1.01,2023-09-30
2604,cocoa butter alternative,2023-08-20,3.99,2023-09-14
2605,fruit pastille,2023-06-29,8.72,2023-09-15
2606,chablis,2023-08-19,8.84,2023-11-04
2607,risotto,2023-07-30,3.87,2023-10-19
2608,trout,2023-06-26,7.39,2023-09-28
2609,gem squash,2023-07-16,4.85,2023-10-13
2610,currant jelly,2023-06-19,3.65,2023-07-16
2611,lobster,2023-06-29,3.82,2023-07-14
2612,allspice,2023-08-07,8.6,2023-11-14
2613,liquor,2023-08-20,4.49,2023-09-21
2614,egg,2023-07-28,3.39,2023-10-18
2615,veggie burger,2023-06-22,7.96,2023-07-24
2616,risotto,2023-07-23,9.58,2023-09-13
2617,syrup,2023-06-22,4.57,2023-08-15
2618,pate,2023-06-29,1.58,2023-08-23
2619,champagne,2023-07-15,4.66,2023-08-19
2620,seasoning,2023-07-19,8.35,2023-09-24
2621,pilau,2023-06-28,3.03,2023-09-18
2622,rapini,2023-06-09,7.23,2023-07-15
2623,natal plum,2023-06-07,9.52,2023-08-30
2624,chablis,2023-08-19,6.12,2023-11-09
2625,rapini,2023-06-15,2.22,2023-08-30
2626,dried mixed fruit,2023-06-30,0.7,2023-10-01
2627,organic sausage,2023-06-16,3.94,2023-08-10
2628,fruit pastille,2023-07-27,9.56,2023-09-01
2629,custard apple,2023-07-10,5.23,2023-08-05
2630,frijj,2023-07-06,5.7,2023-09-25
2631,salt,2023-06-30,3.35,2023-08-16
2632,veggie burger,2023-08-23,8.1,2023-10-18
2633,organic sausage,2023-08-21,0.94,2023-09-27
2634,risotto,2023-08-03,5.68,2023-10-29
2635,spinach,2023-07-16,8.08,2023-08-07
2636,turbot,2023-06-13,0.96,2023-09-11
2637,mincemeat,2023-08-20,0.62,2023-09-10
2638,chinese salted fish,2023-07-19,7.75,2023-08-26
2639,dried mixed fruit,2023-07-17,9.42,2023-09-18
2640,complan powder,2023-07-28,9.47,2023-11-01
2641,consomme,2023-06-25,1.59,2023-07-18
2642,fruit pastille,2023-08-16,5.47,2023-10-02
2643,custard apple,2023-07-19,1.99,2023-09-09
2644,chinese salted fish,2023-08-15,4.2,2023-08-28
2645,elderberry,2023-06-30,2.01,2023-08-03
2646,fodder,2023-06-13,5.02,2023-07-06
2647,beef bourguignonne,2023-07-10,6.72,2023-08-11
2648,pops ,2023-07-03,5.49,2023-09-12
2649,canola,2023-07-19,9.05,2023-10-20
2650,boysenberry,2023-07-28,0.84,2023-09-11
2651,greek yogurt,2023-07-18,1.36,2023-09-06
2652,guinea hen,2023-07-02,1.58,2023-07-28
2653,complan powder,2023-06-19,4.49,2023-08-01
2654,rice cake,2023-08-03,2.11,2023-10-12
2655,pate,2023-06-14,3.62,2023-08-25
2656,allspice,2023-07-23,9.07,2023-10-17
2657,pops ,2023-08-05,8.76,2023-11-04
2658,poppy,2023-06-07,9.52,2023-08-28
2659,bacardi,2023-08-05,1.94,2023-09-11
2660,prosciutto,2023-08-13,1.55,2023-09-06
2661,complan powder,2023-06-24,3.19,2023-07-30
2662,sambar,2023-08-19,5.11,2023-10-10
2663,currant jelly,2023-07-09,8.3,2023-08-01
2664,allspice,2023-08-06,3.47,2023-08-26
2665,turbot,2023-06-28,1.48,2023-08-03
2666,boiled egg,2023-08-17,6.35,2023-11-15
2667,cow & gate premium,2023-08-02,1.87,2023-10-06
2668,cheese spread,2023-06-07,1.8,2023-07-30
2669,spinach,2023-08-23,5.78,2023-11-16
2670,bacardi,2023-06-21,3.33,2023-09-20
2671,liver loaf,2023-08-15,9.37,2023-09-06
2672,hamburger,2023-06-30,9.68,2023-07-22
2673,organic sausage,2023-08-01,3.32,2023-09-30
2674,rice cake,2023-06-22,8.31,2023-08-01
2675,trout,2023-06-18,5.61,2023-08-13
2676,salt,2023-08-23,2.69,2023-10-25
2677,peanut butter,2023-08-11,7.86,2023-08-26
2678,allspice,2023-07-20,5.27,2023-08-24
2679,fodder,2023-08-15,9.85,2023-10-10
2680,flat bread,2023-08-13,9.23,2023-10-11
2681,canola,2023-07-22,3.82,2023-10-05
2682,rapini,2023-08-01,5.45,2023-10-06
2683,cheeseburger,2023-06-28,8.74,2023-08-22
2684,huckleberry,2023-08-09,4.51,2023-08-26
2685,huckleberry,2023-08-08,6.16,2023-11-14
2686,consomme,2023-07-18,3.46,2023-08-15
2687,risotto,2023-08-01,4.02,2023-10-19
2688,turbot,2023-07-22,4.76,2023-08-02
2689,pops ,2023-07-29,5.14,2023-10-06
2690,liver loaf,2023-07-26,9.02,2023-09-23
2691,cracker,2023-07-03,5.45,2023-10-04
2692,applewood bacon,2023-07-16,0.56,2023-09-25
2693,peanut butter,2023-07-03,5.32,2023-09-07
2694,cheeseburger,2023-08-22,2.99,2023-11-19
2695,chilli con carne,2023-07-27,4.8,2023-10-14
2696,chinese salted fish,2023-07-21,6.08,2023-08-16
2697,champagne,2023-07-06,1.46,2023-08-28
2698,natal plum,2023-06-26,0.8,2023-08-19
2699,consomme,2023-07-27,1.08,2023-10-31
2700,pakora,2023-08-13,2.04,2023-10-04
2701,turbot,2023-07-19,0.86,2023-09-19
2702,cardamom,2023-06-09,2.51,2023-08-18
2703,rice cake,2023-08-13,6.33,2023-10-23
2704,natal plum,2023-06-29,8.32,2023-07-13
2705,pilau,2023-06-30,3.02,2023-09-15
2706,cheese spread,2023-06-27,9.1,2023-08-01
2707,mint sauce,2023-07-04,7.64,2023-09-14
2708,corned beef,2023-07-24,9.18,2023-08-06
2709,donut,2023-07-03,3.07,2023-08-24
2710,chinese salted fish,2023-07-09,8.16,2023-07-30
2711,cracker,2023-07-03,5.75,2023-07-20
2712,liver loaf,2023-07-03,1.37,2023-08-17
2713,currant jelly,2023-08-13,5.37,2023-09-15
2714,pakora,2023-07-12,9.54,2023-08-10
2715,cow & gate premium,2023-07-23,3.33,2023-08-10
2716,cheese spread,2023-07-08,8.23,2023-09-18
2717,trout,2023-06-24,5.56,2023-08-06
2718,cocoa butter alternative,2023-07-01,2.27,2023-08-12
2719,canola,2023-06-16,7.36,2023-06-29
2720,cracker,2023-08-15,8.65,2023-11-07
2721,cheeseburger,2023-07-14,1.11,2023-08-09
2722,jabuticaba,2023-07-08,2.97,2023-07-29
2723,beef bourguignonne,2023-06-14,2.52,2023-07-29
2724,fruit pastille,2023-07-02,8.25,2023-08-26
2725,gem squash,2023-07-24,1.19,2023-09-08
2726,japanese chestnut,2023-08-04,5.0,2023-11-11
2727,cardamom,2023-07-14,3.68,2023-08-22
2728,suet,2023-06-28,2.52,2023-09-08
2729,pakora,2023-06-10,2.26,2023-08-04
2730,trout,2023-06-14,2.37,2023-08-24
2731,spiny lobster,2023-06-26,8.57,2023-08-09
2732,kitchen utensil,2023-08-14,1.63,2023-10-30
2733,donut,2023-06-18,4.38,2023-08-22
2734,poppy,2023-06-18,5.05,2023-09-25
2735,syrup,2023-08-21,7.89,2023-09-06
2736,applewood bacon,2023-06-18,6.83,2023-06-28
2737,chilli con carne,2023-07-29,5.65,2023-08-23
2738,organic sausage,2023-07-27,3.73,2023-09-16
2739,pilau,2023-07-08,7.14,2023-09-01
2740,elderberry,2023-08-09,5.64,2023-09-02
2741,peanut butter,2023-08-01,3.43,2023-11-06
2742,risotto,2023-06-13,8.28,2023-08-27
2743,allspice,2023-08-12,9.33,2023-10-29
2744,poppy,2023-06-28,9.9,2023-07-30
2745,collard green,2023-07-26,5.39,2023-08-10
2746,guinea hen,2023-06-07,7.11,2023-08-06
2747,spiny lobster,2023-07-12,4.68,2023-08-14
2748,dried mixed fruit,2023-08-08,9.84,2023-10-22
2749,pops ,2023-07-09,9.39,2023-09-09
2750,pakora,2023-07-16,6.36,2023-09-20
2751,jackfruit,2023-08-13,1.36,2023-10-06
2752,guinea hen,2023-08-11,3.92,2023-11-08
2753,mint sauce,2023-07-25,1.97,2023-10-28
2754,cheeseburger,2023-07-13,0.73,2023-10-07
2755,pilau,2023-07-29,3.39,2023-09-16
2756,syrup,2023-08-09,9.74,2023-09-20
2757,spinach,2023-07-15,9.17,2023-09-24
2758,fruit pastille,2023-06-30,1.66,2023-08-14
2759,seasoning,2023-07-21,4.31,2023-10-11
2760,cardamom,2023-08-18,5.83,2023-10-27
2761,mincemeat,2023-07-30,2.21,2023-10-11
2762,sparkleberry,2023-07-11,5.96,2023-07-31
2763,natal plum,2023-08-17,1.02,2023-08-27
2764,canola,2023-07-03,1.79,2023-10-10
2765,syrup,2023-08-06,2.77,2023-10-11
2766,pops ,2023-07-29,7.29,2023-10-26
2767,champagne,2023-06-08,2.16,2023-06-27
2768,ginger ale,2023-08-01,8.72,2023-09-23
2769,kitchen utensil,2023-06-30,3.72,2023-09-05
2770,canola,2023-07-12,8.7,2023-09-26
2771,fodder,2023-07-30,6.58,2023-10-28
2772,liquor,2023-08-09,8.12,2023-08-19
2773,salt,2023-07-05,5.33,2023-08-22
2774,liver loaf,2023-07-04,5.48,2023-07-23
2775,syrup,2023-07-19,9.43,2023-10-26
2776,japanese chestnut,2023-07-19,7.15,2023-09-12
2777,syrup,2023-07-15,5.06,2023-09-13
2778,consomme,2023-06-25,5.59,2023-08-15
2779,huckleberry,2023-07-28,6.91,2023-10-08
2780,gem squash,2023-07-26,1.05,2023-09-24
2781,boiled egg,2023-06-15,8.13,2023-09-19
2782,prosciutto,2023-07-06,9.06,2023-08-22
2783,chinese salted fish,2023-07-13,8.46,2023-09-27
2784,complan powder,2023-07-26,9.62,2023-08-07
2785,collard green,2023-07-23,2.4,2023-08-30
2786,evergreen huckleberry,2023-08-12,6.37,2023-09-11
2787,cheeseburger,2023-08-13,8.43,2023-10-21
2788,fodder,2023-08-09,1.77,2023-11-15
2789,liver loaf,2023-06-25,1.82,2023-08-14
2790,liver loaf,2023-07-05,2.33,2023-08-10
2791,corned beef,2023-08-12,4.67,2023-10-04
2792,cardamom,2023-07-19,9.36,2023-08-21
2793,organic sausage,2023-07-01,7.28,2023-08-20
2794,suet,2023-08-10,1.94,2023-08-29
2795,bacardi,2023-08-19,2.66,2023-10-15
2796,suet,2023-08-21,1.3,2023-09-02
2797,currant jelly,2023-07-10,6.04,2023-08-03
2798,rapini,2023-06-14,2.49,2023-07-27
2799,corned beef,2023-06-18,6.36,2023-08-10
2800,champagne,2023-07-15,9.71,2023-10-01
2801,seasoning,2023-06-22,0.58,2023-09-02
2802,jabuticaba,2023-07-22,0.72,2023-09-11
2803,cheese spread,2023-06-21,3.61,2023-08-02
2804,organic sausage,2023-07-13,9.99,2023-08-10
2805,currant jelly,2023-06-24,5.82,2023-07-26
2806,flat bread,2023-07-09,1.89,2023-10-04
2807,seasoning,2023-06-27,1.86,2023-07-08
2808,salt,2023-07-06,8.33,2023-08-02
2809,sambar,2023-07-27,3.7,2023-10-22
2810,cheeseburger,2023-07-27,7.51,2023-09-26
2811,collard green,2023-07-21,8.54,2023-08-02
2812,syrup,2023-08-07,3.83,2023-11-04
2813,salt,2023-07-25,5.54,2023-10-27
2814,beef bourguignonne,2023-08-17,1.79,2023-11-09
2815,liver loaf,2023-07-22,7.01,2023-09-10
2816,poppy,2023-08-07,3.1,2023-09-11
2817,complan powder,2023-06-24,2.48,2023-08-27
2818,bacardi,2023-07-22,5.58,2023-10-15
2819,salt,2023-07-05,8.34,2023-10-10
2820,bacardi,2023-08-13,4.11,2023-10-22
2821,sparkleberry,2023-07-06,6.71,2023-10-05
2822,cooking oil,2023-07-26,1.61,2023-09-24
2823,chinese salted fish,2023-07-24,9.11,2023-10-07
2824,cracker,2023-07-13,1.19,2023-09-12
2825,kitchen utensil,2023-07-20,2.23,2023-10-24
2826,suet,2023-06-13,9.39,2023-09-12
2827,trout,2023-06-21,0.67,2023-09-21
2828,organic sausage,2023-06-18,4.04,2023-08-19
2829,huckleberry,2023-06-25,6.69,2023-09-12
2830,passion fruit juice,2023-08-04,2.88,2023-09-27
2831,chinese salted fish,2023-08-11,5.34,2023-08-30
2832,beef bourguignonne,2023-07-23,5.92,2023-09-14
2833,custard apple,2023-06-29,5.34,2023-08-07
2834,greek yogurt,2023-08-11,5.24,2023-09-27
2835,consomme,2023-08-18,8.86,2023-10-31
2836,donut,2023-08-19,7.98,2023-10-02
2837,pakora,2023-08-04,9.01,2023-10-02
2838,flat bread,2023-06-21,3.97,2023-08-03
2839,greek yogurt,2023-07-01,8.73,2023-07-31
2840,liver loaf,2023-08-03,1.89,2023-08-29
2841,pops ,2023-07-16,9.1,2023-10-16
2842,rapini,2023-06-14,6.11,2023-06-29
2843,consomme,2023-06-09,8.81,2023-07-16
2844,canola,2023-06-09,3.18,2023-09-10
2845,passion fruit juice,2023-08-12,2.7,2023-09-11
2846,boiled egg,2023-06-20,7.57,2023-08-08
2847,japanese chestnut,2023-06-16,4.84,2023-08-04
2848,prosciutto,2023-06-22,9.51,2023-07-12
2849,chinese salted fish,2023-06-15,2.8,2023-08-18
2850,chinese salted fish,2023-07-04,6.71,2023-07-16
2851,pate,2023-08-21,9.27,2023-10-11
2852,rapini,2023-06-23,6.86,2023-07-22
2853,boysenberry,2023-07-24,8.09,2023-08-07
2854,turbot,2023-07-20,2.62,2023-07-30
2855,boiled egg,2023-06-15,4.59,2023-07-02
2856,lobster,2023-08-15,4.19,2023-10-11
2857,salt,2023-06-27,3.96,2023-09-29
2858,passion fruit juice,2023-07-08,1.55,2023-10-11
2859,yorkshire pudding,2023-07-09,8.55,2023-10-03
2860,seasoning,2023-08-22,9.53,2023-09-18
2861,cheeseburger,2023-07-23,2.24,2023-10-03
2862,peanut butter,2023-06-27,9.68,2023-09-15
2863,cheeseburger,2023-06-19,4.91,2023-07-05
2864,applewood bacon,2023-08-06,0.64,2023-10-18
2865,salt,2023-07-22,5.95,2023-08-15
2866,canola,2023-08-05,7.67,2023-10-01
2867,ice cream bar,2023-07-30,5.9,2023-11-05
2868,spinach,2023-07-09,5.56,2023-08-28
2869,collard green,2023-07-07,9.43,2023-09-06
2870,dried mixed fruit,2023-06-07,8.3,2023-08-29
2871,veggie burger,2023-07-03,6.69,2023-09-13
2872,champagne,2023-08-11,3.84,2023-10-15
2873,cracker,2023-08-22,6.42,2023-10-06
2874,sambar,2023-06-18,3.38,2023-08-08
2875,cheeseburger,2023-08-22,9.36,2023-10-08
2876,bacardi,2023-08-23,7.92,2023-10-22
2877,turbot,2023-07-16,8.33,2023-08-08
2878,dried mixed fruit,2023-06-26,4.0,2023-09-15
2879,mint sauce,2023-07-25,5.17,2023-09-13
2880,syrup,2023-08-05,6.23,2023-08-16
2881,dried mixed fruit,2023-07-03,8.01,2023-08-22
2882,corned beef,2023-07-26,5.19,2023-08-22
2883,fruit pastille,2023-08-14,8.79,2023-09-19
2884,risotto,2023-08-20,1.09,2023-08-31
2885,passion fruit juice,2023-06-08,6.07,2023-06-20
2886,cheeseburger,2023-08-15,7.1,2023-08-28
2887,kitchen utensil,2023-06-08,1.44,2023-07-12
2888,cheeseburger,2023-07-10,6.24,2023-09-13
2889,salt,2023-08-14,8.93,2023-10-18
2890,mint sauce,2023-07-28,1.49,2023-08-16
2891,cheese spread,2023-07-29,0.82,2023-08-22
2892,ice cream bar,2023-08-07,1.54,2023-08-19
2893,jackfruit,2023-07-29,5.94,2023-09-12
2894,passion fruit juice,2023-06-14,5.77,2023-06-29
2895,veggie burger,2023-08-14,1.39,2023-09-05
2896,sparkleberry,2023-08-22,8.7,2023-11-11
2897,elderberry,2023-08-04,1.45,2023-10-16
2898,jabuticaba,2023-06-27,9.28,2023-09-17
2899,suet,2023-08-15,1.94,2023-09-16
2900,salt,2023-07-24,4.98,2023-09-21
2901,complan powder,2023-07-13,9.47,2023-09-11
2902,cheese spread,2023-08-16,5.71,2023-09-27
2903,allspice,2023-06-26,5.34,2023-08-19
2904,cocoa butter alternative,2023-06-28,2.92,2023-08-20
2905,cracker,2023-06-26,5.7,2023-07-28
2906,salt,2023-07-09,6.64,2023-07-24
2907,allspice,2023-07-27,7.18,2023-09-25
2908,risotto,2023-08-01,1.41,2023-09-29
2909,dried mixed fruit,2023-08-12,7.4,2023-09-25
2910,liquor,2023-08-23,0.96,2023-10-07
2911,canola,2023-06-11,8.64,2023-09-18
2912,liver loaf,2023-08-11,9.14,2023-09-22
2913,passion fruit juice,2023-06-08,9.93,2023-09-10
2914,pate,2023-07-20,9.55,2023-08-16
2915,chilli con carne,2023-08-11,8.08,2023-09-06
2916,spiny lobster,2023-06-22,3.62,2023-09-06
2917,kitchen utensil,2023-07-13,2.77,2023-09-05
2918,yorkshire pudding,2023-07-19,1.77,2023-09-02
2919,spinach,2023-08-21,4.2,2023-09-20
2920,liver loaf,2023-06-25,5.01,2023-07-19
2921,jackfruit,2023-07-21,9.38,2023-10-26
2922,chilli con carne,2023-08-07,0.87,2023-08-30
2923,suet,2023-07-27,6.22,2023-10-30
2924,spinach,2023-07-23,3.63,2023-09-26
2925,donut,2023-07-31,9.51,2023-08-22
2926,seasoning,2023-07-28,9.72,2023-08-14
2927,cooking oil,2023-08-20,8.4,2023-08-31
2928,risotto,2023-07-08,2.07,2023-10-02
2929,ice cream bar,2023-07-11,9.95,2023-08-05
2930,corned beef,2023-08-16,4.15,2023-10-02
2931,mincemeat,2023-07-18,9.41,2023-09-03
2932,egg,2023-08-01,6.66,2023-10-30
2933,rapini,2023-08-08,7.67,2023-09-06
2934,applewood bacon,2023-08-02,8.08,2023-08-29
2935,elderberry,2023-08-15,4.49,2023-10-12
2936,prosciutto,2023-06-29,8.61,2023-07-09
2937,frijj,2023-06-07,0.92,2023-08-25
2938,natal plum,2023-08-23,3.28,2023-10-01
2939,egg,2023-06-10,2.38,2023-08-29
2940,suet,2023-07-12,2.62,2023-08-07
2941,collard green,2023-06-29,7.68,2023-07-23
2942,pate,2023-07-13,2.61,2023-08-22
2943,egg,2023-06-25,8.57,2023-09-21
2944,pakora,2023-07-26,4.47,2023-09-23
2945,cracker,2023-07-02,7.4,2023-09-15
2946,pate,2023-07-07,2.97,2023-08-02
2947,applewood bacon,2023-08-15,6.0,2023-08-25
2948,jabuticaba,2023-08-04,9.18,2023-09-14
2949,applewood bacon,2023-07-10,9.1,2023-08-13
2950,currant jelly,2023-06-21,9.95,2023-07-13
2951,chablis,2023-07-05,4.56,2023-07-27
2952,organic sausage,2023-07-11,3.74,2023-09-14
2953,risotto,2023-06-29,2.04,2023-08-23
2954,organic sausage,2023-07-05,4.56,2023-09-01
2955,spinach,2023-06-20,7.82,2023-08-07
2956,chablis,2023-06-20,3.19,2023-07-12
2957,greek yogurt,2023-08-13,3.56,2023-10-24
2958,applewood bacon,2023-07-29,9.65,2023-09-27
2959,japanese chestnut,2023-08-22,9.57,2023-11-11
2960,pilau,2023-06-07,5.01,2023-07-03
2961,hamburger,2023-07-12,3.73,2023-09-20
2962,seasoning,2023-08-17,6.3,2023-11-19
2963,collard green,2023-08-21,1.96,2023-09-21
2964,pate,2023-07-25,4.35,2023-10-19
2965,guinea hen,2023-08-17,7.18,2023-09-14
2966,huckleberry,2023-06-16,5.01,2023-07-14
2967,syrup,2023-08-19,0.72,2023-09-18
2968,bacardi,2023-07-17,7.17,2023-07-31
2969,canola,2023-08-05,1.32,2023-09-19
2970,rice cake,2023-06-30,5.14,2023-09-05
2971,hamburger,2023-07-18,5.09,2023-08-23
2972,champagne,2023-07-29,7.08,2023-08-24
2973,chilli con carne,2023-07-20,5.12,2023-09-10
2974,salt,2023-06-13,7.9,2023-06-25
2975,fodder,2023-08-18,0.59,2023-11-21
2976,yorkshire pudding,2023-06-10,7.11,2023-09-14
2977,peanut butter,2023-06-27,1.46,2023-07-22
2978,cracker,2023-08-13,1.54,2023-10-15
2979,yorkshire pudding,2023-06-23,4.37,2023-08-07
2980,applewood bacon,2023-06-26,8.58,2023-08-26
2981,yorkshire pudding,2023-08-19,0.89,2023-08-30
2982,pops ,2023-07-27,9.58,2023-08-31
2983,peanut butter,2023-07-13,3.41,2023-10-07
2984,rice cake,2023-07-14,8.39,2023-08-30
2985,natal plum,2023-06-10,3.61,2023-06-26
2986,ice cream bar,2023-07-27,0.73,2023-08-24
2987,applewood bacon,2023-06-21,1.99,2023-09-24
2988,complan powder,2023-07-17,2.17,2023-07-29
2989,cheeseburger,2023-08-01,2.91,2023-10-05
2990,bacardi,2023-08-04,8.02,2023-09-21
2991,ice cream bar,2023-08-23,7.68,2023-10-30
2992,allspice,2023-06-20,6.5,2023-09-07
2993,boysenberry,2023-06-28,9.83,2023-10-05
2994,applewood bacon,2023-07-20,0.98,2023-08-02
2995,cocoa butter alternative,2023-06-22,8.43,2023-09-02
2996,boiled egg,2023-08-06,8.57,2023-10-13
2997,ginger ale,2023-08-18,1.67,2023-11-01
2998,cheeseburger,2023-08-23,1.15,2023-11-23
2999,mincemeat,2023-08-08,9.2,2023-09-07
3000,jackfruit,2023-08-17,6.38,2023-10-16
3001,bacardi,2023-08-16,3.38,2023-11-21
3002,liver loaf,2023-07-01,4.71,2023-07-26
3003,salt,2023-06-09,3.03,2023-08-30
3004,mint sauce,2023-06-08,3.7,2023-07-14
3005,applewood bacon,2023-07-22,6.93,2023-10-20
3006,trout,2023-07-03,3.8,2023-08-14
3007,cheeseburger,2023-06-08,9.95,2023-06-20
3008,boiled egg,2023-06-23,0.97,2023-07-12
3009,collard green,2023-07-21,1.51,2023-09-11
3010,syrup,2023-06-30,3.46,2023-08-06
3011,pilau,2023-07-08,8.57,2023-10-08
3012,canola,2023-07-08,5.04,2023-09-27
3013,pops ,2023-07-23,6.39,2023-08-25
3014,complan powder,2023-06-23,1.56,2023-09-05
3015,currant jelly,2023-08-23,9.84,2023-10-06
3016,turbot,2023-07-01,8.57,2023-08-11
3017,pate,2023-07-18,1.93,2023-08-20
3018,corned beef,2023-08-11,6.25,2023-11-06
3019,risotto,2023-07-11,6.8,2023-08-14
3020,boysenberry,2023-07-28,8.23,2023-10-17
3021,liver loaf,2023-07-07,2.96,2023-07-19
3022,cooking oil,2023-07-09,5.81,2023-07-29
3023,corned beef,2023-08-08,9.88,2023-09-16
3024,flat bread,2023-07-29,5.82,2023-10-18
3025,consomme,2023-08-13,8.36,2023-09-17
3026,canola,2023-08-11,2.51,2023-09-23
3027,salt,2023-07-07,9.46,2023-09-29
3028,chilli con carne,2023-06-08,1.16,2023-07-08
3029,elderberry,2023-06-19,8.75,2023-09-18
3030,pilau,2023-07-10,7.88,2023-07-28
3031,veggie burger,2023-07-14,6.7,2023-08-18
3032,ginger ale,2023-07-23,9.55,2023-10-13
3033,sparkleberry,2023-06-13,7.43,2023-09-20
3034,veggie burger,2023-08-13,1.65,2023-10-17
3035,huckleberry,2023-08-18,2.56,2023-10-21
